id,date,time,zone,currency,importance,event,actual,forecast,previous
511539,01/12/2024,01:00,south korea,KRW,low,Exports (YoY)  (Nov),1.4%,,4.6%
511538,01/12/2024,01:00,south korea,KRW,low,Imports (YoY)  (Nov),-2.4%,,1.7%
511540,01/12/2024,01:00,south korea,KRW,low,Trade Balance  (Nov),5.61B,,3.15B
514307,01/12/2024,16:30,peru,PEN,low,CPI (MoM)  (Nov),0.09%,,-0.09%
511565,01/12/2024,22:45,new zealand,NZD,low,Building Consents (MoM)  (Oct),-5.2%,,2.4%
512561,01/12/2024,23:00,australia,AUD,low,Judo Bank Australia Manufacturing PMI,49.4,,49.4
216,02/12/2024,All Day,united arab emirates,,,United Arab Emirates - National Day,,,
216,02/12/2024,All Day,united arab emirates,,,United Arab Emirates - National Day,,,
511566,02/12/2024,00:50,japan,JPY,medium,Capital Spending (YoY)  (Q3),8.1%,6.7%,7.4%
512736,02/12/2024,01:00,australia,AUD,low,MI Inflation Gauge (MoM)  (Nov),0.2%,,0.3%
511575,02/12/2024,01:30,south korea,KRW,low,S&P Global South Korea Manufacturing PMI  (Nov),50.6,,48.3
512737,02/12/2024,01:30,australia,AUD,low,ANZ Job Advertisements (MoM)  (Nov),-1.3%,,0.7%
511569,02/12/2024,01:30,australia,AUD,low,Building Approvals (YoY)  (Oct),12.70%,,18.10%
511577,02/12/2024,01:30,australia,AUD,medium,Building Approvals (MoM)  (Oct),4.2%,1.2%,5.8%
511568,02/12/2024,01:30,australia,AUD,low,Business inventories (MoM)  (Q3),-0.9%,-0.2%,0.5%
511570,02/12/2024,01:30,australia,AUD,medium,Company Gross Operating Profits (QoQ)  (Q3),-4.6%,0.6%,-6.8%
511572,02/12/2024,01:30,australia,AUD,low,Company Profits Pre-Tax (QoQ)  (Q3),1.6%,,-1.7%
511571,02/12/2024,01:30,australia,AUD,low,Private House Approvals  (Oct),-5.2%,,2.2%
511580,02/12/2024,01:30,australia,AUD,medium,Retail Sales (MoM)  (Oct),0.6%,0.4%,0.1%
511574,02/12/2024,01:30,japan,JPY,low,au Jibun Bank Japan Manufacturing PMI  (Nov),49.0,49.0,49.2
511578,02/12/2024,01:30,philippines,PHP,low,S&P Global Philippines Manufacturing PMI  (Nov),53.8,,52.9
511576,02/12/2024,01:30,taiwan,TWD,low,S&P Global Taiwan Manufacturing PMI  (Nov),51.50,,50.20
511573,02/12/2024,01:30,indonesia,IDR,low,Nikkei Manufacturing PMI  (Nov),49.6,,49.2
512738,02/12/2024,01:30,vietnam,VND,low,S&P Global Vietnam Manufacturing PMI  (Nov),50.8,,51.2
511579,02/12/2024,02:01,ireland,EUR,low,AIB Ireland Manufacturing PMI  (Nov),49.9,,51.5
511581,02/12/2024,02:45,china,CNY,medium,Caixin Manufacturing PMI  (Nov),51.5,50.6,50.3
511582,02/12/2024,05:00,indonesia,IDR,low,Core Inflation (YoY)  (Nov),2.26%,2.20%,2.21%
511583,02/12/2024,05:00,indonesia,IDR,low,Inflation (YoY)  (Nov),1.55%,1.50%,1.71%
511584,02/12/2024,05:00,indonesia,IDR,low,Inflation (MoM)  (Nov),0.30%,0.26%,0.08%
511586,02/12/2024,06:00,india,INR,low,HSBC India Manufacturing PMI  (Nov),56.5,57.3,57.5
511587,02/12/2024,06:30,netherlands,EUR,low,Dutch Retail Sales (YoY)  (Oct),4.3%,,-0.2%
512739,02/12/2024,06:30,australia,AUD,low,Commodity Prices (YoY)  (Nov),-11.8%,,-7.8%
511588,02/12/2024,07:00,russia,RUB,low,Russian S&P Global Manufacturing PMI  (Nov),51.3,,50.6
512539,02/12/2024,08:00,united kingdom,GBP,medium,Nationwide HPI (MoM)  (Nov),1.2%,0.2%,0.1%
512540,02/12/2024,08:00,united kingdom,GBP,medium,Nationwide HPI (YoY)  (Nov),3.7%,2.4%,2.4%
514428,02/12/2024,08:00,türkiye,TRY,low,Trade Ministry Trade Balance  (Nov),-7.36B,,-5.75B
511589,02/12/2024,08:00,türkiye,TRY,low,Istanbul Chamber of Industry Turkey Manufacturing PMI  (Nov),48.30,,45.80
511590,02/12/2024,08:00,lithuania,EUR,low,Lithuania GDP (YoY)  (Q3),2.40%,2.30%,1.70%
511592,02/12/2024,08:30,sweden,SEK,low,Manufacturing PMI  (Nov),53.8,,53.2
511593,02/12/2024,08:30,switzerland,CHF,low,Retail Sales (YoY)  (Oct),1.4%,2.6%,1.8%
511985,02/12/2024,08:30,hungary,HUF,low,Trade Balance (EUR) (MoM)  (Sep),949.0M,"1,233.0M","1,233.0M"
513107,02/12/2024,08:30,bahrain,BHD,low,Private Sector Credit (YoY)  (Oct),2.00%,,2.00%
511597,02/12/2024,09:00,poland,PLN,low,S&P Global Poland Manufacturing PMI  (Nov),48.90,49.00,49.20
511596,02/12/2024,09:00,hungary,HUF,low,Manufacturing PMI  (Nov),50.3,,47.9
511598,02/12/2024,09:15,spain,EUR,medium,HCOB Spain Manufacturing PMI  (Nov),53.1,53.9,54.5
511600,02/12/2024,09:30,switzerland,CHF,medium,procure.ch PMI  (Nov),48.5,49.6,49.9
511599,02/12/2024,09:30,czech republic,CZK,low,S&P Global PMI  (Nov),46.0,,47.2
511605,02/12/2024,09:45,italy,EUR,medium,HCOB Italy Manufacturing PMI  (Nov),44.5,46.1,46.9
511606,02/12/2024,09:50,france,EUR,medium,HCOB France Manufacturing PMI  (Nov),43.1,43.2,44.5
511607,02/12/2024,09:55,germany,EUR,medium,HCOB Germany Manufacturing PMI  (Nov),43.0,43.2,43.0
511611,02/12/2024,10:00,italy,EUR,low,Italian Monthly Unemployment Rate  (Oct),5.8%,6.1%,6.0%
511609,02/12/2024,10:00,greece,EUR,low,S&P Global Greece Manufacturing PMI  (Nov),50.9,,51.2
511608,02/12/2024,10:00,austria,EUR,low,Austrian Unemployment Change  (Nov),304.4K,,293.3K
511613,02/12/2024,10:00,austria,EUR,low,Austrian Unemployment Rate  (Nov),7.1%,,6.9%
511612,02/12/2024,10:00,norway,NOK,low,Manufacturing PMI  (Nov),50.7,,52.0
511610,02/12/2024,10:00,euro zone,EUR,medium,HCOB Eurozone Manufacturing PMI  (Nov),45.2,45.2,46.0
513106,02/12/2024,10:00,bahrain,BHD,low,M2 Money Supply  (Oct),3.40%,,5.30%
511614,02/12/2024,10:30,united kingdom,GBP,medium,S&P Global/CIPS UK Manufacturing PMI  (Nov),48.0,48.6,49.9
511617,02/12/2024,11:00,italy,EUR,low,Italian GDP (YoY)  (Q3),0.4%,0.4%,0.4%
511618,02/12/2024,11:00,italy,EUR,low,Italian GDP (QoQ)  (Q3),0.0%,0.0%,0.0%
513080,02/12/2024,11:00,euro zone,EUR,medium,ECB President Lagarde Speaks,,,
511616,02/12/2024,11:00,euro zone,EUR,medium,Unemployment Rate  (Oct),6.3%,6.3%,6.3%
513128,02/12/2024,12:00,spain,EUR,low,Car Registration (YoY)  (Nov),6.40%,,7.20%
513127,02/12/2024,12:00,spain,EUR,low,Car Registration (MoM)  (Nov),-0.20%,,14.10%
511632,02/12/2024,12:00,serbia,RSD,low,GDP (YoY)  (Q3),3.10%,3.10%,4.00%
512626,02/12/2024,12:25,brazil,BRL,low,BCB Focus Market Readout,,,
511633,02/12/2024,12:30,chile,CLP,low,Economic Activity (YoY)  (Oct),2.3%,,0.0%
511515,02/12/2024,13:00,ukraine,UAH,low,Current Account (USD)  (Oct),-13.000B,,-11.039B
513136,02/12/2024,13:00,south africa,ZAR,low,Total Vehicle Sales  (Nov),48.59K,,47.99K
513135,02/12/2024,13:00,south africa,ZAR,low,Total Vehicle Sales (YoY)  (Nov),8.10%,,5.50%
511634,02/12/2024,14:00,brazil,BRL,low,S&P Global Manufacturing PMI  (Nov),52.3,,52.9
511635,02/12/2024,14:00,singapore,SGD,low,S&P Global Singapore PMI  (Nov),51.0,,50.8
512731,02/12/2024,15:00,france,EUR,low,French 12-Month BTF Auction,2.342%,,2.382%
512732,02/12/2024,15:00,france,EUR,low,French 3-Month BTF Auction,2.866%,,2.824%
512733,02/12/2024,15:00,france,EUR,low,French 6-Month BTF Auction,2.661%,,2.613%
511636,02/12/2024,15:30,canada,CAD,low,S&P Global Canada Manufacturing PMI  (Nov),52.0,50.8,51.1
511637,02/12/2024,15:45,united states,USD,high,S&P Global US Manufacturing PMI  (Nov),49.7,48.8,48.5
511643,02/12/2024,16:00,united states,USD,medium,Construction Spending (MoM)  (Oct),0.4%,0.2%,0.1%
511640,02/12/2024,16:00,united states,USD,medium,ISM Manufacturing Employment  (Nov),48.1,,44.4
511641,02/12/2024,16:00,united states,USD,low,ISM Manufacturing New Orders Index  (Nov),50.4,,47.1
511639,02/12/2024,16:00,united states,USD,high,ISM Manufacturing PMI  (Nov),48.4,47.7,46.5
511642,02/12/2024,16:00,united states,USD,high,ISM Manufacturing Prices  (Nov),50.3,55.2,54.8
511638,02/12/2024,16:00,mexico,MXN,low,S&P Global Mexico Manufacturing PMI  (Nov),49.90,,48.40
512734,02/12/2024,17:30,united states,USD,low,3-Month Bill Auction,4.400%,,4.415%
512735,02/12/2024,17:30,united states,USD,low,6-Month Bill Auction,4.305%,,4.340%
512753,02/12/2024,18:00,italy,EUR,low,Italian Car Registration (YoY)  (Nov),-10.8%,,-9.1%
512752,02/12/2024,18:00,belgium,EUR,low,Car Registration (YoY)  (Nov),-15.20%,,-5.50%
513673,02/12/2024,19:00,united states,USD,medium,Atlanta Fed GDPNow  (Q4),3.2%,2.7%,2.7%
513167,02/12/2024,20:00,argentina,ARS,low,Tax Revenue  (Oct),"13,026.00B",,"12,844.46B"
512892,02/12/2024,21:15,united states,USD,medium,Fed Waller Speaks,,,
512496,02/12/2024,21:30,united kingdom,GBP,medium,CFTC GBP speculative net positions,21.6K,,40.3K
512500,02/12/2024,21:30,united states,USD,low,CFTC Aluminium speculative net positions,3.2K,,3.1K
512501,02/12/2024,21:30,united states,USD,low,CFTC Copper speculative net positions,9.9K,,15.4K
512507,02/12/2024,21:30,united states,USD,low,CFTC Corn speculative net positions,136.9K,,163.3K
512504,02/12/2024,21:30,united states,USD,medium,CFTC Crude Oil speculative net positions,200.4K,,193.9K
512502,02/12/2024,21:30,united states,USD,medium,CFTC Gold speculative net positions,250.3K,,234.4K
512494,02/12/2024,21:30,united states,USD,medium,CFTC Nasdaq 100 speculative net positions,19.5K,,19.8K
512505,02/12/2024,21:30,united states,USD,low,CFTC Natural Gas speculative net positions,-153.4K,,-161.0K
512492,02/12/2024,21:30,united states,USD,medium,CFTC S&P 500 speculative net positions,-78.9K,,34.9K
512503,02/12/2024,21:30,united states,USD,low,CFTC Silver speculative net positions,42.8K,,46.3K
512508,02/12/2024,21:30,united states,USD,low,CFTC Soybeans speculative net positions,-105.9K,,-86.3K
512506,02/12/2024,21:30,united states,USD,low,CFTC Wheat speculative net positions,-52.2K,,-46.0K
512498,02/12/2024,21:30,canada,CAD,low,CFTC CAD speculative net positions,-154.0K,,-183.6K
512493,02/12/2024,21:30,mexico,MXN,low,CFTC MXN speculative net positions,3.5K,,14.0K
512490,02/12/2024,21:30,switzerland,CHF,low,CFTC CHF speculative net positions,-39.7K,,-37.1K
512489,02/12/2024,21:30,australia,AUD,medium,CFTC AUD speculative net positions,31.8K,,31.6K
512495,02/12/2024,21:30,brazil,BRL,medium,CFTC BRL speculative net positions,-7.6K,,-7.3K
512488,02/12/2024,21:30,japan,JPY,medium,CFTC JPY speculative net positions,-22.6K,,-46.9K
512497,02/12/2024,21:30,new zealand,NZD,low,CFTC NZD speculative net positions,-24.4K,,-18.4K
512499,02/12/2024,21:30,euro zone,EUR,medium,CFTC EUR speculative net positions,-56.0K,,-42.6K
512893,02/12/2024,22:30,united states,USD,medium,FOMC Member Williams Speaks,,,
512730,02/12/2024,22:30,argentina,ARS,low,Tax Revenue  (Dec),"13,026.00B",,"12,844.50B"
511647,02/12/2024,22:45,new zealand,NZD,low,Terms of Trade - Exports Prices  (Q3),0.7%,1.4%,5.2%
511645,02/12/2024,22:45,new zealand,NZD,low,Terms of Trade - Imports Prices  (Q3),-1.7%,-0.6%,3.1%
511646,02/12/2024,22:45,new zealand,NZD,low,Terms of Trade Index (QoQ)  (Q3),2.4%,1.2%,2.1%
513168,02/12/2024,23:45,new zealand,NZD,low,Terms of Trade - Exports Volume (QoQ)  (Q2),-1.8%,,5.2%
216,03/12/2024,ll DayA,united arab emirates,,,United Arab Emirates - National Day,,,
216,03/12/2024,All Day,united arab emirates,,,United Arab Emirates - National Day,,,
511649,03/12/2024,00:00,south korea,KRW,low,CPI (MoM)  (Nov),-0.3%,-0.1%,0.0%
511648,03/12/2024,00:00,south korea,KRW,low,CPI (YoY)  (Nov),1.5%,1.7%,1.3%
511650,03/12/2024,00:50,japan,JPY,low,Monetary Base (YoY)  (Nov),-0.3%,0.2%,-0.3%
511651,03/12/2024,01:01,united kingdom,GBP,medium,BRC Retail Sales Monitor (YoY)  (Nov),-3.4%,0.7%,0.3%
511652,03/12/2024,01:30,australia,AUD,medium,Current Account  (Q3),-14.1B,-10.3B,-16.4B
511653,03/12/2024,01:30,australia,AUD,low,Net Exports Contribution  (Q3),0.1%,0.4%,0.2%
512999,03/12/2024,04:35,japan,JPY,medium,10-Year JGB Auction,1.084%,,1.000%
511654,03/12/2024,05:15,saudi arabia,SAR,low,Riyad Bank Saudi Arabia Composite PMI  (Nov),59.0,,56.9
511665,03/12/2024,05:25,france,EUR,low,French Government Budget Balance  (Oct),-157.4B,,-173.8B
513171,03/12/2024,08:00,türkiye,TRY,low,"Turkey CPI Ex E,F,B,T&G (YoY)  (Nov)",47.1%,,47.8%
513172,03/12/2024,08:00,türkiye,TRY,low,"Turkey CPI Ex E,F,B,T&G (MoM)",1.5%,,2.8%
511656,03/12/2024,08:00,türkiye,TRY,medium,CPI (YoY)  (Nov),47.09%,46.60%,48.58%
511657,03/12/2024,08:00,türkiye,TRY,medium,CPI (MoM)  (Nov),2.24%,1.91%,2.88%
511659,03/12/2024,08:00,türkiye,TRY,low,PPI (YoY)  (Nov),29.47%,,32.24%
511655,03/12/2024,08:00,türkiye,TRY,low,PPI (MoM)  (Nov),0.66%,,1.29%
511661,03/12/2024,08:00,romania,RON,low,PPI (YoY)  (Oct),-3.27%,,-1.65%
511663,03/12/2024,08:30,switzerland,CHF,low,CPI (YoY)  (Nov),0.7%,0.8%,0.6%
511664,03/12/2024,08:30,switzerland,CHF,medium,CPI (MoM)  (Nov),-0.1%,-0.1%,-0.1%
510796,03/12/2024,08:30,hungary,HUF,medium,GDP (YoY)  (Q3),-0.8%,-0.8%,-0.8%
512754,03/12/2024,09:00,spain,EUR,medium,Spanish Unemployment Change  (Nov),-16.0K,29.3K,26.8K
511666,03/12/2024,09:00,brazil,BRL,medium,IPC-Fipe Inflation Index (MoM)  (Nov),1.17%,,0.80%
511669,03/12/2024,10:30,south africa,ZAR,low,GDP (YoY)  (Q3),0.3%,,0.3%
512755,03/12/2024,10:30,south africa,ZAR,medium,GDP Annualized (QoQ)  (Q3),-0.3%,,0.4%
512756,03/12/2024,10:40,spain,EUR,low,Spanish 12-Month Letras Auction,2.207%,,2.610%
512757,03/12/2024,10:40,spain,EUR,low,Spanish 6-Month Letras Auction,2.552%,,2.840%
512758,03/12/2024,11:00,united kingdom,GBP,low,30-Year Treasury Gilt Auction,4.747%,,4.735%
512759,03/12/2024,11:30,germany,EUR,low,German 2-Year Schatz Auction,1.940%,,2.110%
511682,03/12/2024,13:00,mexico,MXN,low,Gross Fixed Investments (MoM)  (Sep),-0.80%,,-1.90%
511680,03/12/2024,13:00,mexico,MXN,low,Gross Fixed Investments (YoY)  (Sep),-3.30%,,-1.90%
511684,03/12/2024,13:00,mexico,MXN,low,Unemployment Rate  (Oct),2.50%,,2.70%
511681,03/12/2024,13:00,mexico,MXN,low,Unemployment Rate n.s.a.  (Oct),2.50%,2.90%,2.90%
511683,03/12/2024,13:00,brazil,BRL,medium,GDP (QoQ)  (Q3),0.9%,0.8%,1.4%
511679,03/12/2024,13:00,brazil,BRL,medium,GDP (YoY)  (Q3),4.0%,4.0%,3.3%
513181,03/12/2024,13:00,new zealand,NZD,low,GlobalDairyTrade Price Index,1.2%,,1.9%
513180,03/12/2024,13:00,new zealand,USD,low,Milk Auctions,"4,193.0",,"4,089.0"
512760,03/12/2024,14:55,united states,USD,low,Redbook (YoY),7.4%,,4.9%
511686,03/12/2024,16:00,united states,USD,high,JOLTS Job Openings  (Oct),7.744M,7.510M,7.372M
512761,03/12/2024,16:10,united states,USD,low,IBD/TIPP Economic Optimism  (Dec),54.0,54.1,53.2
512747,03/12/2024,17:00,denmark,DKK,low,Currency Reserves  (Nov),637.60B,,650.00B
512897,03/12/2024,18:35,united states,USD,low,FOMC Member Kugler Speaks,,,
512898,03/12/2024,21:45,united states,USD,low,Fed Goolsbee Speaks,,,
511690,03/12/2024,22:00,south korea,KRW,low,FX Reserves - USD  (Nov),415.39B,,415.70B
512886,03/12/2024,22:30,united states,USD,medium,API Weekly Crude Oil Stock,1.232M,-2.060M,-5.935M
511692,03/12/2024,23:00,australia,AUD,low,AIG Construction Index  (Nov),-19.0,,-40.9
511691,03/12/2024,23:00,australia,AUD,low,AIG Manufacturing Index  (Nov),-17.9,,-19.7
512762,03/12/2024,23:00,australia,AUD,low,Judo Bank Australia Services PMI  (Nov),50.5,49.6,51.0
512805,04/12/2024,00:00,united states,USD,low,Total Vehicle Sales  (Nov),16.50M,16.00M,16.20M
512996,04/12/2024,01:00,new zealand,NZD,low,ANZ Commodity Price Index (MoM),2.9%,,1.4%
511694,04/12/2024,01:30,australia,AUD,medium,GDP (YoY)  (Q3),0.8%,1.1%,1.0%
511699,04/12/2024,01:30,australia,AUD,medium,GDP (QoQ)  (Q3),0.3%,0.5%,0.2%
511695,04/12/2024,01:30,australia,AUD,low,GDP Capital Expenditure  (Q3),1.5%,,0.2%
511696,04/12/2024,01:30,australia,AUD,low,GDP Chain Price Index  (Q3),-0.2%,,-0.9%
511697,04/12/2024,01:30,australia,AUD,low,GDP Final Consumption  (Q3),0.4%,,0.3%
511698,04/12/2024,01:30,japan,JPY,medium,au Jibun Bank Japan Services PMI  (Nov),50.5,50.2,49.7
511693,04/12/2024,01:30,hong kong,HKD,low,S&P Global Hong Kong Manufacturing PMI  (Nov),51.2,,52.2
511700,04/12/2024,02:01,ireland,EUR,low,AIB Ireland Services PMI  (Nov),58.3,,53.8
511701,04/12/2024,02:45,china,CNY,medium,Caixin Services PMI  (Nov),51.5,52.5,52.0
513090,04/12/2024,05:00,thailand,THB,low,Core CPI (YoY)  (Nov),0.80%,0.77%,0.77%
513091,04/12/2024,05:00,thailand,THB,low,CPI (YoY)  (Nov),0.95%,1.12%,0.83%
512768,04/12/2024,05:30,türkiye,TRY,low,Exports  (Nov),22.29B,,23.50B
514429,04/12/2024,05:30,türkiye,TRY,low,Trade Balance  (Nov),-7.36B,,-5.91B
511729,04/12/2024,06:00,india,INR,low,HSBC India Services PMI  (Nov),58.4,59.2,58.5
511763,04/12/2024,07:00,russia,RUB,medium,Russian S&P Global Services PMI  (Nov),53.2,,51.6
511764,04/12/2024,07:00,estonia,EUR,low,Estonian Industrial Production (YoY)  (Oct),2.50%,,-1.50%
511765,04/12/2024,07:00,estonia,EUR,low,Estonian Industrial Production (MoM)  (Oct),1.50%,,1.00%
511766,04/12/2024,08:00,norway,NOK,low,Current Account  (Q3),225.5B,,232.3B
513201,04/12/2024,08:00,united arab emirates,AED,low,M3 Money Supply (YoY)  (Aug),17.50%,,16.40%
513202,04/12/2024,08:00,united arab emirates,AED,low,Private Sector Loans (YoY)  (Aug),8.17%,,8.40%
511767,04/12/2024,08:15,south africa,ZAR,low,S&P Global South Africa PMI  (Nov),50.9,,50.6
511768,04/12/2024,08:30,sweden,SEK,low,Services PMI (MoM)  (Nov),50.9,,53.1
511667,04/12/2024,09:00,austria,EUR,low,Austrian GDP (QoQ)  (Q3),-0.1%,0.3%,0.3%
511769,04/12/2024,09:00,czech republic,CZK,low,Gross Wages (YoY)  (Q3),4.60%,,3.90%
511770,04/12/2024,09:15,spain,EUR,medium,HCOB Spain Services PMI  (Nov),53.1,53.6,54.9
511772,04/12/2024,09:45,italy,EUR,low,HCOB Italy Composite PMI  (Nov),47.7,,51.0
511771,04/12/2024,09:45,italy,EUR,medium,HCOB Italy Services PMI  (Nov),49.2,51.1,52.4
511774,04/12/2024,09:50,france,EUR,low,HCOB France Composite PMI  (Nov),45.9,44.8,48.1
511773,04/12/2024,09:50,france,EUR,medium,HCOB France Services PMI  (Nov),46.9,45.7,49.2
511775,04/12/2024,09:55,germany,EUR,low,HCOB Germany Composite PMI  (Nov),47.2,47.3,48.6
511776,04/12/2024,09:55,germany,EUR,medium,HCOB Germany Services PMI  (Nov),49.3,49.4,51.6
512899,04/12/2024,10:00,united kingdom,GBP,medium,BoE Gov Bailey Speaks,,,
511778,04/12/2024,10:00,russia,RUB,low,Russian Forex Intervention  (Dec),114.4B,,87.5B
511779,04/12/2024,10:00,euro zone,EUR,medium,HCOB Eurozone Composite PMI  (Nov),48.3,48.1,50.0
511780,04/12/2024,10:00,euro zone,EUR,medium,HCOB Eurozone Services PMI  (Nov),49.5,49.2,51.6
513207,04/12/2024,10:00,namibia,NAD,low,Interest Rate Decision  (Dec),7.00%,,7.25%
511781,04/12/2024,10:30,united kingdom,GBP,medium,S&P Global/CIPS UK Composite PMI  (Nov),50.5,49.9,51.8
511782,04/12/2024,10:30,united kingdom,GBP,medium,S&P Global/CIPS UK Services PMI  (Nov),50.8,50.0,52.0
216,02/12/2024,All Day,united arab emirates,,,United Arab Emirates - National Day,,,
216,02/12/2024,All Day,united arab emirates,,,United Arab Emirates - National Day,,,
216,03/12/2024,All Day,united arab emirates,,,United Arab Emirates - National Day,,,
216,03/12/2024,All Day,united arab emirates,,,United Arab Emirates - National Day,,,
512763,04/12/2024,11:00,united kingdom,GBP,low,7-Year Treasury Gilt Auction,4.155%,,3.988%
511784,04/12/2024,11:00,norway,NOK,low,House Price Index (YoY)  (Nov),5.20%,,4.90%
511786,04/12/2024,11:00,euro zone,EUR,low,PPI (MoM)  (Oct),0.4%,0.4%,-0.6%
511785,04/12/2024,11:00,euro zone,EUR,low,PPI (YoY)  (Oct),-3.2%,,-3.4%
513209,04/12/2024,11:00,latvia,EUR,low,Latvian Current Account % of GDP  (Q3),-4.60%,,-3.90%
512764,04/12/2024,11:30,germany,EUR,medium,German 10-Year Bund Auction,2.070%,,2.380%
511789,04/12/2024,12:00,ireland,EUR,low,Irish Unemployment  (Nov),4.1%,,4.2%
513208,04/12/2024,12:00,ghana,GHS,low,CPI (YoY)  (Nov),23.00%,,22.10%
511790,04/12/2024,12:00,latvia,EUR,low,Latvian Industrial Production (MoM)  (Oct),-0.2%,,-1.3%
511791,04/12/2024,12:00,latvia,EUR,low,Latvian Industrial Production (YoY)  (Oct),-2.0%,,-2.0%
512856,04/12/2024,13:00,united states,USD,low,MBA 30-Year Mortgage Rate,6.69%,,6.86%
512857,04/12/2024,13:00,united states,USD,low,MBA Mortgage Applications (WoW),2.8%,,6.3%
512858,04/12/2024,13:00,united states,USD,low,MBA Purchase Index,161.5,,152.9
512859,04/12/2024,13:00,united states,USD,low,Mortgage Market Index,213.9,,208.0
512860,04/12/2024,13:00,united states,USD,low,Mortgage Refinance Index,498.5,,501.7
511795,04/12/2024,13:00,brazil,BRL,low,Industrial Production (MoM)  (Oct),-0.2%,,1.0%
511792,04/12/2024,13:00,brazil,BRL,medium,Industrial Production (YoY)  (Oct),5.8%,,3.4%
511801,04/12/2024,14:00,brazil,BRL,low,S&P Global Composite PMI  (Nov),53.5,,55.9
511802,04/12/2024,14:00,brazil,BRL,low,S&P Global Services PMI  (Nov),53.6,,56.2
511804,04/12/2024,14:15,united states,USD,high,ADP Nonfarm Employment Change  (Nov),146K,166K,184K
511803,04/12/2024,14:15,canada,CAD,low,Reserve Assets Total  (Nov),122.6B,,123.1B
511805,04/12/2024,14:30,canada,CAD,medium,Labor Productivity (QoQ)  (Q3),-0.4%,0.2%,-0.1%
513079,04/12/2024,14:30,euro zone,EUR,medium,ECB President Lagarde Speaks,,,
512767,04/12/2024,15:30,poland,PLN,medium,Interest Rate Decision  (Dec),5.75%,5.75%,5.75%
511807,04/12/2024,15:45,united states,USD,medium,S&P Global Composite PMI  (Nov),54.9,55.3,54.1
511808,04/12/2024,15:45,united states,USD,high,S&P Global Services PMI  (Nov),56.1,57.0,55.0
513210,04/12/2024,16:00,united states,USD,low,All Car Sales  (Nov),2.96M,,3.04M
513211,04/12/2024,16:00,united states,USD,low,All Truck Sales  (Nov),13.54M,,13.21M
511812,04/12/2024,16:00,united states,USD,low,Durables Excluding Defense (MoM)  (Oct),0.5%,0.4%,0.4%
511810,04/12/2024,16:00,united states,USD,low,Durables Excluding Transport (MoM)  (Oct),0.2%,,0.1%
511811,04/12/2024,16:00,united states,USD,medium,Factory Orders (MoM)  (Oct),0.2%,0.3%,-0.2%
511809,04/12/2024,16:00,united states,USD,low,Factory orders ex transportation (MoM)  (Oct),0.1%,,0.1%
511815,04/12/2024,16:00,united states,USD,low,ISM Non-Manufacturing Business Activity  (Nov),53.7,,57.2
511814,04/12/2024,16:00,united states,USD,medium,ISM Non-Manufacturing Employment  (Nov),51.5,53.0,53.0
511813,04/12/2024,16:00,united states,USD,low,ISM Non-Manufacturing New Orders  (Nov),53.7,56.6,57.4
511818,04/12/2024,16:00,united states,USD,high,ISM Non-Manufacturing PMI  (Nov),52.1,55.5,56.0
511816,04/12/2024,16:00,united states,USD,high,ISM Non-Manufacturing Prices  (Nov),58.2,56.4,58.1
511817,04/12/2024,16:00,colombia,COP,low,Exports (YoY)  (Oct),3.80%,,-0.90%
512961,04/12/2024,16:30,united states,USD,high,Crude Oil Inventories,-5.073M,-1.600M,-1.844M
512969,04/12/2024,16:30,united states,USD,low,EIA Refinery Crude Runs  (WoW),0.615M,,0.067M
512960,04/12/2024,16:30,united states,USD,low,Crude Oil Imports,1.635M,,-1.886M
512964,04/12/2024,16:30,united states,USD,medium,Cushing Crude Oil Inventories,0.050M,,-0.909M
512968,04/12/2024,16:30,united states,USD,low,Distillate Fuel Production,0.219M,,0.259M
512963,04/12/2024,16:30,united states,USD,low,EIA Weekly Distillates Stocks,3.383M,2.000M,0.416M
512966,04/12/2024,16:30,united states,USD,low,Gasoline Production,-0.248M,,0.457M
512965,04/12/2024,16:30,united states,USD,low,Heating Oil Stockpiles,0.242M,,-1.134M
512967,04/12/2024,16:30,united states,USD,low,EIA Weekly Refinery Utilization Rates (WoW),2.8%,,0.3%
512962,04/12/2024,16:30,united states,USD,low,Gasoline Inventories,2.362M,0.600M,3.314M
513081,04/12/2024,16:30,euro zone,EUR,medium,ECB President Lagarde Speaks,,,
511819,04/12/2024,17:30,ireland,EUR,low,Irish Exchequer Returns  (Nov),13.800B,,1.300B
513000,04/12/2024,18:10,germany,EUR,medium,German Buba President Nagel Speaks,,,
512973,04/12/2024,18:30,brazil,BRL,low,Foreign Exchange Flows,0.389B,,-0.019B
512894,04/12/2024,19:45,united states,USD,high,Fed Chair Powell Speaks,,,
512765,04/12/2024,20:00,united states,USD,medium,Beige Book,,,
525,05/12/2024,All Day,thailand,,,Thailand - H.M. The King's Birthday,,,
511820,05/12/2024,00:00,south korea,KRW,low,GDP (YoY)  (Q3),1.5%,1.5%,1.5%
511821,05/12/2024,00:00,south korea,KRW,low,GDP (QoQ)  (Q3),0.1%,0.5%,0.1%
512890,05/12/2024,00:50,japan,JPY,low,Foreign Bonds Buying,922.4B,,-779.1B
512889,05/12/2024,00:50,japan,JPY,low,Foreign Investments in Japanese Stocks,-607.7B,,-445.8B
512772,05/12/2024,01:30,australia,AUD,low,Exports (MoM)  (Oct),3.6%,,-4.7%
