Datetime,Price Close,Price High,Price Low,Price Open,Volume
2024-11-27 22:00:00+00:00,0.8809000253677368,0.881820023059845,0.8804699778556824,0.8817300200462341,0
2024-11-27 23:00:00+00:00,0.8823000192642212,0.8823599815368652,0.8804399967193604,0.8809900283813477,0
2024-11-28 00:00:00+00:00,0.8830599784851074,0.8831999897956848,0.8822000026702881,0.8822500109672546,0
2024-11-28 01:00:00+00:00,0.882860004901886,0.8835399746894836,0.8826199769973755,0.883080005645752,0
2024-11-28 02:00:00+00:00,0.8829799890518188,0.8834199905395508,0.8826599717140198,0.882889986038208,0
2024-11-28 03:00:00+00:00,0.8834900259971619,0.8837000131607056,0.8829299807548523,0.8829900026321411,0
2024-11-28 04:00:00+00:00,0.8834999799728394,0.8837800025939941,0.8833000063896179,0.8834900259971619,0
2024-11-28 05:00:00+00:00,0.8834499716758728,0.8835600018501282,0.8831400275230408,0.8834400177001953,0
2024-11-28 06:00:00+00:00,0.8833000063896179,0.8835300207138062,0.8828999996185303,0.883430004119873,0
2024-11-28 07:00:00+00:00,0.883899986743927,0.8842999935150146,0.8829500079154968,0.8832600116729736,0
2024-11-28 08:00:00+00:00,0.8840699791908264,0.8846499919891357,0.8837000131607056,0.8839100003242493,0
2024-11-28 09:00:00+00:00,0.8846499919891357,0.8847399950027466,0.8835999965667725,0.8840600252151489,0
2024-11-28 10:00:00+00:00,0.8837800025939941,0.8848199844360352,0.8837500214576721,0.8846499919891357,0
2024-11-28 11:00:00+00:00,0.8841400146484375,0.8844000101089478,0.8833600282669067,0.8837500214576721,0
2024-11-28 12:00:00+00:00,0.8834900259971619,0.8844299912452698,0.8830599784851074,0.8842099905014038,0
2024-11-28 13:00:00+00:00,0.8834499716758728,0.8837000131607056,0.8830400109291077,0.8834699988365173,0
2024-11-28 14:00:00+00:00,0.8830699920654297,0.8839200139045715,0.8830299973487854,0.8835099935531616,0
2024-11-28 15:00:00+00:00,0.883080005645752,0.883679986000061,0.8824599981307983,0.8830500245094299,0
2024-11-28 16:00:00+00:00,0.8830699920654297,0.8837199807167053,0.8829799890518188,0.8830699920654297,0
2024-11-28 17:00:00+00:00,0.8829600214958191,0.8832100033760071,0.8826500177383423,0.8830299973487854,0
2024-11-28 18:00:00+00:00,0.8829200267791748,0.8831999897956848,0.8827700018882751,0.8829600214958191,0
2024-11-28 19:00:00+00:00,0.8829100131988525,0.8830500245094299,0.8827300071716309,0.8828799724578857,0
2024-11-28 20:00:00+00:00,0.8829799890518188,0.8830199837684631,0.8827300071716309,0.8828999996185303,0
2024-11-28 21:00:00+00:00,0.88264000415802,0.8830299973487854,0.8824599981307983,0.8829500079154968,0
